8979,10.83
13184,90.31
29707,93.34
37954,85.32
83071,90.32
88592,89.6
118391,90.58
122188,91.5
126069,89.88
140713,87.76
142425,91.98
149927,94.45
154949,94.98
169676,85.82
170827,94.03
177026,94.15
183615,7.1
193861,93.45
204353,94.58
208292,85.56
221017,90.99
261572,86.46
282764,94.89
295276,90.91
355300,89.36
389354,93.86
399099,94.57
438734,86.84
482614,91.27
489712,12.75
490479,93.11
497320,91.17
514516,92.31
518459,90.12
563529,6.3
572209,92.61
589533,87.24
619545,9.53
633737,90.27
636413,12.04
671411,87.91
675910,90.65
677186,91.3
682069,85.26
689811,94.55
700653,93.85
735085,86.87
765576,91.47
767825,91.58
770891,91.86
777104,92.85
784224,87.63
794477,88.12
799027,87.35
806167,88.15
808937,11.85
809828,88.96
841199,93.54
843554,93.87
852771,92.44
864856,88.62
869801,86.41
870343,91.39
870467,8.61
871509,8.61
873708,8.57
898984,91.95
907830,93.85
912148,88.62
934971,89.72
952206,89.32
952293,93.33
960241,89.13
982003,93.84
988428,87.85
991181,93.69
1016343,93.21
1031553,90.66
1049560,87.92
1069316,93.27
1095216,87.54
1098055,86.59
1099523,88.24
1099646,91.54
1099693,8.46
1101205,88.25
1102923,85.73
1112423,94.06
1130715,89.95
1183681,91.88
1186428,86.02
1226564,86.87
1232794,92.75
1233559,94.55
1240629,93.5
1250593,89.41
1255173,12.84
1260624,87.19
1277642,86.77
1280092,6.85
1284068,14.73
1285476,85.44
1292863,94.67
1335777,89.11
1339178,94.94
1339860,87.62
1346599,94.38
1354606,93.04
1356656,88.03
1379655,94.1
1412120,86.07
1451260,86.88
1453350,94.35
1468032,89.26
1468368,10.74
1471620,94.92
1473200,92.19
1474955,92.53
1477233,12.06
1478083,87.94
1478179,87.94
1483382,86.85
1486504,92.56
1490279,86.79
1493464,89.14
1499561,86.48
1500920,94.02
1501649,5.98
1502086,5.98
1542460,88.07
1583066,93.8
1660061,93.94
1687320,93.23
1706474,92.64
1709112,87.97
1749258,93.4
1762712,93.61
1791199,88.02
1823078,91.98
1875845,88.56
1958936,91.49
1962911,94.8
1977259,85.12
1991875,87.59
1993340,87.59
2034771,94.91
2037398,93.73
2071566,94.88
2074874,89.23
2085119,92.54
2130100,89.54
2131691,89.97
2143208,94.1
2152691,89.27
2188490,88.73
2197952,92.2
2226095,88.38
2257191,12.46
2264924,94.02
2267442,85.64
2332667,91.02
2372426,94.91
2372718,91.79
2379587,94.89
2386885,94.7
2386913,94.7
2404452,85.02
2407692,92.47
2420798,9.36
2421344,90.64
2422239,94.14
2434398,7.35
2435277,7.35
2437549,89.82
2461514,94.97
2483641,94.36
2490806,92.15
2508441,13.93
2511388,89.63
2515658,88.58
2521800,93.86
2525648,92.9
2534469,6.21
2599327,91.99
2633589,90.59
2653272,90.5
2669915,93.06
2679817,91.3
2709935,91.1
2736452,87.41
2751347,85.25
2793589,90.8
2796459,86.31
2798517,86.26
2800552,92.9
2830391,87.33
2838037,94.79
2859843,94.32
2863696,7.94
2866333,91.47
2905621,90.96
2905787,90.96
2913578,91.12
2920212,94.33
2928971,5.13
2929575,94.87
2934185,89.97
2981509,86.05
3011331,91.31
3023955,92.51
3043366,94.25
3044422,88.97
3049915,86.22
3057668,87.47
3092211,86.14
3106212,94.88
3108588,91.51
3110728,94.88
3119384,93.16
3142832,87.57
3147155,88.18
3202790,14.22
3210065,14.19
3210332,88.67
3212883,85.81
3222862,94.76
3233256,91.52
3235751,92.4
3242008,91.99
3242476,94.69
3267947,92.57
3273994,94.57
3278302,93.68
3281027,85.87
3316335,91.48
3319512,86.83
3321629,91.3
3336750,92.56
3340227,93.81
3351200,91.86
3353936,89.14
3356472,86.3
3363049,87.84
3398546,88.74
3436479,93.53
3436514,94.78
3444553,94.32
3461157,92.91
3464308,94.68
3475859,90.2
3486064,88.26
3494450,92.86
3521810,92.4
3534802,85.27
3548001,91.03
3556111,91.03
3558928,87.92
3592104,85.19
3597801,89.13
3603976,86.85
3621544,86.9
3676588,90.54
3687871,93.88
3711797,93.72
3725061,92.56
3730274,90.71
3748504,92.87
3752119,92.92
3791477,93.52
3800506,87.96
3830532,90.58
3830899,90.58
3835872,89.08
3848243,89.43
3862910,93.85
3886576,94.02
3899291,92.37
3902093,94.99
3914383,87.99
3918862,88.98
3923654,92.39
3942528,94.13
3951899,86.29
3981294,89.53
3996347,90.45
4004986,86.09
4026021,94.77
4054752,88.29
4055443,90.92
4088361,93.2
4157649,94.8
4162283,90.6
4164450,94.72
4182425,88.46
4238689,90.3
